,userId,tag
5257,93414,"time travel,Morgan Freeman,x-from Pej,strong female lead,great soundtrack,soundtrack,wormhole,Jim Carrey,jack ryan,Jim Carrey,cryonics,cryonics is not time travel,multilingual,Jodie Foster,strong female lead,anime,intellectual,strong female lead,documentary,great soundtrack,soundtrack,Harrison Ford,Nazis,religion,horror,great soundtrack,soundtrack,horror,time travel,multilingual,Roberto Benigni,Winona Ryder,dialogue,horror,jim carrey,soundtrack,Jodie Foster,religion,strong female lead,strong female lead,jack ryan,Comedy,strong female lead,time travel,Nazis,soundtrack,geeky,soundtrack,horror,soundtrack,bullshitting,anime,Alan Rickman,religion,anime,choir,jack ryan,strong female lead,Sandra Bullock,strong female lead,bullshitting,bullshitting,dialogue,Nazis,Alan Tudyk,nonlinear,time travel,multilingual,soundtrack,jack ryan,Pierre Richard,Lino Ventura,anime,documentary,geeky,Jim Carrey,Morgan Freeman,religion,soundtrack,strong female lead,Quentin Tarantino,strong female lead,geeky,nonlinear,nazis,Quentin Tarantino,strong female lead,time travel,Pierre Richard,strong female lead,x-from Bro,strong female lead,magic,dialogue,Lino Ventura,nanar,intellectual,Pierre Richard,anime,Christian Clavier,Edouard Baer,ensemble cast,geeky,strong female lead,strong female lead,religion,multilingual,Sandra Bullock,strong female lead,short,great soundtrack,soundtrack,upbeat,Alan Tudyk,ensemble cast,Christian Clavier,torture,Steve Martin,stupid accent,time travel,soundtrack,multilingual,multilingual,multilingual,strong female lead,Morgan Freeman,x-from Dad,slow,anime,soundtrack,Morgan Freeman,religion,comedy,soundtrack,Anna Kendrick,intellectual,horror,time travel,short,torture,comedy,anime,Jim carrey,strong female lead,geeky,Quentin Tarantino,time travel,zombies,short,Morgan Freeman,scenery porn,religion,Clovis Cornillac,bad soundtrack,strong female lead,Emma Stone,dialogue,Emma Stone,strong female lead,strong female lead,not really multilingual,Pierre Richard,Alan Tudyk,anime,geeky,soundtrack,not a documentary,not a documentary,not a documentary,stand-up comedy,soundtrack,Nazis,Emma Stone,Ryan Gosling,Emma Stone,strong female lead,short,not a documentary,not a documentary,not a documentary,not a documentary,not a documentary,Nazis,Fran Kranz,horror,time travel,x-from Dad,short,dialogue,Emma Stone,short,Anna Kendrick,Edouard Baer,geeky,soundtrack,dialogue,short,Quentin Tarantino,multilingual,nonlinear,Emma Stone,gravity fantasy,multilingual,horror,ensemble cast,Fran Kranz,dialogue,strong female lead,zombies,Sandra Bullock,strong female lead,RIPD,not a documentary,strong female lead,Mark Wahlberg,Jack Ryan,strong female lead,time travel,time-travel,geeky,dialogue,Emma Stone,Morgan Freeman,strong female lead,strong female lead,added,added,added,added,multilingual,added,added,added,multilingual,added,Lino Ventura,added,dialogue,Lino Ventura,Patema's director,added,gravity fantasy,gravity fantasy,scenery porn,added,added,added,added,added,Alexandre Astier,added,Alexandre Astier,geeky,added,added,added,Alexandre Astier,added,x-from Dad"
5261,93479,"Romance,drama,fantasy,action,comic book,fantasy,drama,mystery,religion,children,fantasy,mystery,Classic,Fantasy,heroism,science fiction"
5263,93547,"melancholic,original,Hugo Weaving,teen movie,excellent script,masterpiece,masterpiece,Hugo Weaving,musicians,supernatural,excellent script,teen movie,splatter,supernatural,stylish,masterpiece,masterpiece,original,masterpiece,stylish,noir thriller,stylish,masterpiece,teen movie,mentor,mentor,teen movie,excellent script,original,Hugo Weaving,mentor,Hugo Weaving,Hugo Weaving,excellent script,musicians,teen movie,women,musicians,women,women,supernatural,Hugo Weaving,Hugo Weaving,supernatural,Hugo Weaving,Hugo Weaving,splatter,Hugo Weaving,splatter,splatter,Hugo Weaving,Natalie Portman,Hugo Weaving,musicians"
5265,93596,loneliness
5272,93669,"brad pitt,bruce willis,complicated,great ending,Post apocalyptic,post-apocalyptic,Terry Gilliam,time travel,twist ending,Arnold Schwarzenegger,James Cameron,time travel,black comedy,bureaucracy,dark comedy,dystopia,satire,stylized,surreal,Terry Gilliam,thought-provoking,visually appealing,homosexuality,dystopia,Paul Verhoeven,anti-hero,futuristic,good concept,Riddick,sci-fi,stranded,suspense,villain as hero,Vin Diesel,off-beat comedy,Romance,playwright:Shakespeare,Shakespeare,complicated,short-term memory loss,thought-provoking,black comedy,british comedy,dark humor,Edgar Wright,Cillian Murphy,cinematography,Danny Boyle,ending twist,isolation,psychology,Bruce Willis,dystopia,Joseph Gordon-Levitt,sci-fi,time travel,cornetto trilogy,Edgar Wright,Simon Pegg,advertising,bechdel test:pass,feminism,black comedy,mental illness,Ana Lily Amirpour,black and white,Iran,Middle East,pulp,spaghetti western,vampires,hyperbole,liberal,misguided,poorly executed,poverty,social commentary,vanity project,ad&d,d&d,dungeons and dragons,low budget,roleplaying"
5273,93670,"Nudity (Full Frontal),entertaining for the wrong reasons,hip-hop,new york,psychiatry,teens,weed"
5276,93705,"Austen,book was better,Star Trek"
5277,93710,"too long,Kevin Spacey,Kevin Spacey,Philip K. Dick,food,food,food,Tom Hanks,Vietnam,Animation,baptism,Texas,Coen Brothers,Steven Spielberg,Oscar (Best Actor),Tom Hanks,Holocaust,Steven Spielberg,World War II,Notable Nudity,chick flick,Meg Ryan,Tom Hanks,Philip K. Dick,Coen Brothers,Minnesota,texas,Oscar (Best Picture),Oscar (Best Picture),AFI #93,Oscar (Best Picture),Paris,Oscar (Best Picture),World War II,AFI #91,Oscar (Best Actress),Oscar (Best Picture),Oscar (Best Picture),Oscar (Best Picture),Oscar (Best Picture),AFI #17,Humphrey Bogart,Katherine Hepburn,missionary,Oscar (Best Actor),Tennessee Williams,food,Oscar (Best Directing),Oscar (Best Picture),World War II,Monty Python,Oscar (Best Picture),Steven Spielberg,AFI 100,Tennessee Williams,Monty Python,Oscar (Best Picture),Oscar (Best Picture),Oscar (Best Picture),Oscar (Best Picture),Vietnam,new york city,Oscar (Best Picture),Oscar (Best Picture),Coen Brothers,Best War Films,Oscar (Best Picture),World War II,World War II,Oscar (Best Picture),Vietnam,Oscar (Best Picture),Oscar (Best Picture),very good,Oscar (Best Picture),Holy Grail,Oscar (Best Picture),Coen Brothers,Steven Spielberg,Kevin Spacey,bowling,Coen Brothers,Oscar (Best Picture),AFI #54,Oscar (Best Picture),Oscar (Best Picture),AFI #86,Clark Gable,Oscar (Best Picture),Oscar (Best Picture),Oscar (Best Picture),Oscar (Best Supporting Actor),Oscar (Best Cinematography),Oscar (Best Picture),Oscar (Best Supporting Actor),Oscar (Best Actor),Oscar (Best Picture),Oscar (Best Picture),Oscar (Best Picture),Oscar (Best Supporting Actress),Oscar (Best Picture),AFI #52,Oscar (Best Picture),Oscar (Best Picture),Oscar (Best Picture),Oscar (Best Picture),Oscar (Best Picture),Oscar (Best Picture),Oscar (Best Picture),Oscar (Best Picture),Oscar (Best Picture),Oscar (Best Picture),Oscar (Best Picture),Oscar (Best Picture),Oscar (Best Picture),Oscar (Best Picture),Oscar (Best Picture),Oscar (Best Picture),Oscar (Best Picture),Steven Spielberg,Tom Hanks,World War II,Kevin Spacey,Harrison Ford,Holocaust,Texas,Tom Hanks,Quirky,Wes Anderson,Oscar (Best Picture),Tom Hanks,food,Monty Python,Tom Hanks,Philip K. Dick,Oscar (Best Supporting Actress),Tom Hanks,John Candy,Tom Hanks,Minnesota,Coen Brothers,food,Ang Lee,food,Tom Hanks,Coen Brothers,Tennessee Williams,Austin,Steven Spielberg,Tom Hanks,Coen Brothers,France,Paris,Philip K. Dick,Erotic,coming of age,Philip K. Dick,Steven Spielberg,Tom Hanks,food,Charlie Kaufman,Tom Hanks,Oscar (Best Picture),Capital Punishment,Kevin Spacey,Texas,Coen Brothers,Tennessee Williams,Luther,Lutheran,religion,Politics,Eucharist,Food,Monty Python,Will Ferrell,christian,Tom Hanks,Oscar (Best Picture),Vietnam,Philip K. Dick,Christian,Coen Brothers,Tom Hanks,Kevin Spacey,Texas,St. Francis,Lutheran,19th century,Oscar (Best Actress),documentary,Food,McDonalds,Tom Hanks,Hitchcock parody,Mel Brooks,Philip K. Dick,skateboarding,documentary,quirky,endless unrealistic action,too slow,Texas,Steven Spielberg,satire,Minnesota,Musical,Nudity (Full Frontal),paris,Audrey Tautou,French,Christianity,Christmas,Clergy,Lutheran,based on a book,campaign manager"
5280,93749,"naive,swing dancing,gothic,horror,Giallo,Bruce Willis,Cate Blanchett,Elijah Wood,Macaulay Culkin,Alec Guinness,Studio Ghibli,Lesbian,Shirley MacLaine,William Wyler,comedy,John Cleese,Monty Python,Terry Gilliam,El Dorado,Klaus Kinski,megalomania,Werner Herzog,Giallo,classic,family,Hayao Miyazaki,Studio Ghibli,Giallo,zombies,comic book,awful"
5281,93776,the gravy stain came out
5284,93954,"astronauts,based on a true story,engineering,historical,NASA,space,space program,Tom Hanks,true story,Akira Kurosawa,atmospheric,classic,fantasy,Saturn Award (Best Science Fiction Film),sci-fi,space,SPACE TRAVEL,war,adapted from:comic,comic book,Jack Nicholson,Tim Burton,Stanley Kubrick,AFI 100,Alfred Hitchcock,classic,imdb top 250,James Stewart,suspense,AFI 100,Billy Wilder,black comedy,classic,imdb top 250,Jack Lemmon,Oscar (Best Picture),Shirley MacLaine,100 Greatest Movies,AFI 100 (Laughs),Cary Grant,classic,dialogue driven,Great Screenplays,Howard Hawks,talky,AFI 100,black and white,Christmas,classic,imdb top 250,inspirational,James Stewart,sentimental,genius,Patricia Arquette,physics,science,true story,cooking,food,new jersey,restaurant,Stanley Tucci,Tony Shalhoub,adventure,archaeology,atmospheric,classic,Harrison Ford,indiana jones,android(s)/cyborg(s),Arnold Schwarzenegger,artificial intelligence,future,imdb top 250,robots,Thriller,time travel,violent,1960s,classic,coming of age,nostalgic,archaeology,Biblical,franchise,Holy Grail,indiana jones,Sean Connery,80s,college,engineering,genius,science,smart comedy,US college students,witty,aliens,beautiful,future,mathematics,religion,sci-fi,science,space,space travel,dystopia,dystopic future,future,genetics,powerful ending,sad ending,sci-fi,space travel,suicide,atmospheric,dark fantasy,dreamlike,dystopia,sci-fi,stylized,surreal,thought-provoking,visually appealing,Chris Farley,Alfred Hitchcock,Hitchcock,James Stewart,scary,Alfred Hitchcock,Best of Rotten Tomatoes: All Time,classic,Hitchcock,imdb top 250,SERIAL KILLERS,Alicia Silverstone,Atomic bomb,Christopher Walken,aeronautics,engineering,Engineers in training,science,space,space program,True Story,anti-hero,Caper,heist,intelligent,intelligent thriller,spy,Christmas,classic,imdb top 250,narrated,Xmas theme,007,007 (series),AFI 100 (Movie Quotes),Best of Bond,Bond,james bond,Sean Connery,AFI 100 (Laughs),Heartwarming,James Stewart,Jimmy Stewart,sweet,AFI 100 (Laughs),classic,fraternity,wired 50 greatest soundtracks,1970s,coming of age,music,rock and roll,Adam Sandler,futuristic,comedy,David Duchovny,hillarious,Orlando Jones,Seann William Scott,androids,artificial intelligence,disturbing,future,Saturn Award (Best Science Fiction Film),sci-fi,Stanley Kubrick,genius,intelligent,math,mathematics,psychology,true story,Colin Hanks,Jack Black,Christopher Walken,macbeth,Shakespeare adaptation,nonlinear,college,Luke Wilson,Seann William Scott,Will Ferrell,multiple personalities,surreal,twist ending,amazing photography,atmospheric,Beautiful,cinematography,Jet Li,kung fu,martial arts,rashomon,stylized,visually appealing,Vince Vaughn,Will Ferrell,Great Soundtrack,quirky,quirky romantic,romance,unsatisfying ending,Zach Braff,franchise,inconsistent,clever,Complicated,intellectual,mindfuck,paradox,physics,sci-fi,science,time travel,dark comedy,divorce,Paul Giamatti,wine,Action,artistic,based on comic,black comedy,comic book,imdb top 250,Quentin Tarantino,stylized,surrealism,violence,visually appealing,Amanda Peet,Ashton Kutcher,romance,adapted from:comic,based on a comic,based on comic,batman,Christian Bale,comic book,dark,imdb top 250,stylized,superhero,Christopher Walken,predictable,adventure,aliens,based on a TV show,cult film,dystopia,quirky,sci-fi,space,SPACE TRAVEL,visually stunning,witty,dark comedy,Film Noir,funny,Robert Downey Jr,Stoner Movie,computers,hackers,hacking,Harrison Ford,real computers usage,realistic,Virginia Madsen,comic book,clever,deadpan,film noir,stylized,artsy,bittersweet,dream-like,dreams,fantasy,Michel Gondry,quirky,stylized,surreal,black comedy,Simon Pegg,uncomfortable,Zach Braff,feel-good,Ryan Gosling,academia,cult film,educational,evolution,Excellent use of dialogue,immortality,intellectual,intelligent,irreligion,Jerome Bixby,one set,philosophical,religion,sci-fi,science fiction,thought-provoking,Underrated,unique,afterlife,black comedy,cult,cult film,quirky,suicide,touching,Will Arnett,Atmospheric,Batman,Christian Bale,comic book,dark,serial killer,superhero,Adam Carolla,comedy,Predictable,Ben Kingsley,dealing,drugs,hip-hop,drugs,James Franco,Seth Rogen,Coen Brothers,dark comedy,George Clooney,John Malkovich,complicated,downbeat,grim,paradox,time travel,cool premise,fantasy,sci-fi,space,funny,nihilism,quirky,artificial intelligence,Sci-fi,franchise,future,sci-fi,space,space travel,Star Trek,time travel,visually appealing,children,computer animation,dogs,tear jerker,touching,tragedy,absurd,cliche,Drinking,few funny scenes,Will Ferrell,bad script,David Cross,action,aliens,evil corporations,genetics,intelligent sci-fi,justice,peter jackson,redemption,sci-fi,thoughtful,cooking,food,inspiring,uplifting,fate,heartbreaking,romance,sad,scifi,time travel,dark fantasy,dystopia,post-apocalyptic,sci-fi,visually appealing,Visuals,1960s,coming of age,Paris,romance,beer,Sam Calagione,futuristic,politics,sci-fi,Tracy Morgan,dream,dreamlike,dreams,mindfuck,surreal,thought-provoking,visually appealing,music,sci-fi,visually appealing"
5289,94013,"OOP,OOP,OOP,netflix,netflix,netflix,netflix,netflix,netflix,netflix,netflix,netflix,netflix,netflix,OOP,OOP,OOP,netflix,netflix,OOP,netflix,netflix,netflix,netflix,netflix,netflix,netflix,OOP,netflix,netflix,hulu,netflix,OOP,OOP,netflix,No theatrical release,netflix,netflix,netflix,netflix,netflix,netflix,netflix,netflix,netflix,netflix,netflix,netflix,netflix,netflix,netflix,netflix,netflix,not to be confused with feature,short film,netflix,netflix,netflix,netflix,netflix,netflix,netflix,netflix,netflix,netflix,netflix,netflix,netflix,netflix,netflix,netflix,netflix,netflix,netflix,netflix,netflix,netflix,netflix,netflix,netflix,netflix,netflix,netflix,netflix,netflix,netflix,netflix,netflix,netflix,netflix,netflix,netflix,netflix,netflix,netflix,netflix,Netflix Streaming,netflix,netflix,Netflix DVD,Netflix DVD,netflix,Netflix Streaming,Netflix DVD,Netflix DVD"
5291,94026,"90s club culture,1970s,Shakespeare adaptation"
5293,94036,"great ending,great acting,dramatic,family,action,relationships,storytelling,great acting,great ending,family,dramatic,great acting,great acting,oscar (best directing),mentor,cerebral,weird,dramatic,relationships,oscar (best directing),mentor,visually appealing,action,action,great acting,relationships,mentor,action,horror,story,action,oscar (best directing),relationships,horror,comedy,story,comedy,story,mentor,horror,great ending,great acting,family,comedy,comedy,cult classic,storytelling,cerebral,weird,nothing special,weird,dramatic,comedy,fantastic plot twister,story,great ending,dark,depressing,true story,storytelling,comedy,thinker,true story,storytelling,guilty pleasure; increadibly funny,classic,Johnny Cash,Oscar Nomination,brilliant,excellent remake,rated-R,visually appealing,loneliness,cannabis,conspiracy,controversial,expose,informative,provocative,cerebral,consciousness,psychopharmacology"
